Entry_Name,Gene Ontology IDs
NAAT1_DROME,GO:0003333; GO:0005283; GO:0005326; GO:0005416; GO:0005887; GO:0006814; GO:0006836; GO:0015175; GO:0015179; GO:0015804; GO:0015807; GO:0016021; GO:0035725; GO:0042940; GO:0042943
SC5A7_DROME,GO:0003333; GO:0005307; GO:0005886; GO:0008292; GO:0015171; GO:0015220; GO:0015871; GO:0016021
PATH_DROME,GO:0003333; GO:0005765; GO:0005886; GO:0015171; GO:0015179; GO:0016021; GO:0030424; GO:0030425; GO:0031902; GO:0032536; GO:0036019; GO:0040008; GO:0043025; GO:0043204; GO:0048813; GO:0097484
ODAD4_XENLA,GO:0003341; GO:0005737; GO:0005856; GO:0036158; GO:0042995
ODAD1_RAT,GO:0003341; GO:0005929; GO:0005930; GO:0036157; GO:0036158; GO:0120228
DRC2_HUMAN,GO:0003352; GO:0005858; GO:0005930; GO:0031514; GO:0036064; GO:0060271; GO:0060285; GO:0070286
POLY_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0015074; GO:0042575
POL_FENV1,GO:0003676; GO:0003887; GO:0003964; GO:0004523; GO:0006310; GO:0015074; GO:0044826; GO:0046718; GO:0046872; GO:0075713
YRD6_CAEEL,GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
RPC10_HUMAN,GO:0003676; GO:0003899; GO:0005654; GO:0005666; GO:0005730; GO:0005829; GO:0006383; GO:0006386; GO:0008270; GO:0042779; GO:0045087; GO:0051607
MOD5_HUMAN,GO:0003676; GO:0005524; GO:0005739; GO:0005759; GO:0006400; GO:0008270; GO:0052381; GO:0070900
SCND3_HUMAN,GO:0003676; GO:0005634; GO:0005737; GO:0015074; GO:0045787; GO:0050679
METL4_MOUSE,GO:0003676; GO:0005634; GO:0005759; GO:0005829; GO:0006325; GO:0008168; GO:0008173; GO:0009007; GO:0032775; GO:0043484; GO:0090296; GO:0106347; GO:0120049; GO:1902275; GO:1903108
N6MT1_MOUSE,GO:0003676; GO:0005634; GO:0006325; GO:0008276; GO:0008757; GO:0009007; GO:0009404; GO:0018024; GO:0018364; GO:0018872; GO:0030307; GO:0030792; GO:0032259; GO:0032775; GO:0032991; GO:0034968; GO:0035657; GO:0036009; GO:1904047
ZCH10_RAT,GO:0003676; GO:0008270
TTC5_HUMAN,GO:0003677; GO:0003682; GO:0005654; GO:0005739; GO:0005759; GO:0005829; GO:0006281; GO:0006974; GO:0009267; GO:0031410; GO:0043022; GO:0045944; GO:0061014
CTF18_XENLA,GO:0003677; GO:0003689; GO:0005524; GO:0005634; GO:0005663; GO:0006260; GO:0007049; GO:0016887
RFC5_MOUSE,GO:0003677; GO:0003689; GO:0005524; GO:0005634; GO:0005663; GO:0006261; GO:0006281; GO:0016887; GO:0017116; GO:0019899; GO:0031390; GO:1900264
KIN17_HUMAN,GO:0003677; GO:0003690; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0006260; GO:0006281; GO:0006310; GO:0006397; GO:0006974; GO:0016363; GO:0032991; GO:0043231; GO:0046872
DAN_DROPS,GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0007379; GO:0007469; GO:0048749
BTAF1_HUMAN,GO:0003677; GO:0003712; GO:0004386; GO:0005524; GO:0005654; GO:0008094; GO:0016887; GO:0017025; GO:0035562; GO:0043231; GO:0045892; GO:0140658
BTAF1_HUMAN,GO:0003677; GO:0003712; GO:0004386; GO:0005524; GO:0005654; GO:0008094; GO:0016887; GO:0017025; GO:0035562; GO:0043231; GO:0045892; GO:0140658
ILF2_XENTR,GO:0003677; GO:0003725; GO:0005634; GO:0005730; GO:0045893
RPA1_DROME,GO:0003677; GO:0003899; GO:0005736; GO:0006360; GO:0008270
PMS1_HUMAN,GO:0003677; GO:0005524; GO:0005634; GO:0006298; GO:0009410; GO:0016887; GO:0019899; GO:0030983; GO:0032300; GO:0140664
TIGD2_HUMAN,GO:0003677; GO:0005634
TIGD6_HUMAN,GO:0003677; GO:0005634
POGK_MOUSE,GO:0003677; GO:0005634; GO:0005654; GO:0006355
POGK_HUMAN,GO:0003677; GO:0005634; GO:0005654; GO:0006355
PDIP2_MOUSE,GO:0003677; GO:0005634; GO:0005739; GO:0005759; GO:0005886; GO:0005911; GO:0016242; GO:0030496; GO:0030674; GO:0042645; GO:0045931; GO:0051894; GO:0070584; GO:0070987; GO:0072686; GO:0090307; GO:1903490; GO:1904531; GO:1990874; GO:2001108
EXO1_DROME,GO:0003677; GO:0005634; GO:0006298; GO:0006310; GO:0008409; GO:0017108; GO:0035312; GO:0045145; GO:0046872; GO:0048256; GO:0051908
ZMYM6_HUMAN,GO:0003677; GO:0005634; GO:0007010; GO:0008270; GO:0022604
WDHD1_XENLA,GO:0003677; GO:0005654; GO:0005737
ZBED5_BOVIN,GO:0003677; GO:0046872
BAB1_DROME,GO:0003680; GO:0003700; GO:0005634; GO:0006355; GO:0006357; GO:0007455; GO:0007478; GO:0007548; GO:0046660; GO:0048070; GO:0048071; GO:0048086; GO:0048092
ALP1_ARATH,GO:0003682; GO:0004518; GO:0005634; GO:0035098; GO:0035102; GO:0040029; GO:0046872
LMBL3_HUMAN,GO:0003682; GO:0005634; GO:0005654; GO:0005730; GO:0006325; GO:0008270; GO:0030225; GO:0030851; GO:0042393; GO:0042802; GO:0043249; GO:0045892; GO:0090308
LMBL3_HUMAN,GO:0003682; GO:0005634; GO:0005654; GO:0005730; GO:0006325; GO:0008270; GO:0030225; GO:0030851; GO:0042393; GO:0042802; GO:0043249; GO:0045892; GO:0090308
CDC45_XENLA,GO:0003682; GO:0005654; GO:0006270; GO:0007049; GO:0071162
ACL6B_BOVIN,GO:0003682; GO:0006325; GO:0006357; GO:0007399; GO:0016358; GO:0016514; GO:0035267; GO:0042551; GO:0043967; GO:0071565
CMTA1_MOUSE,GO:0003690; GO:0003712; GO:0005634; GO:0005730; GO:0005829; GO:0006357; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886
RXR_LYMST,GO:0003700; GO:0003707; GO:0005634; GO:0005737; GO:0008270; GO:0016020; GO:0016918; GO:0030426; GO:0043565
LOLA2_DROME,GO:0003700; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0007409; GO:0007411; GO:0007464; GO:0007526; GO:0008406; GO:0016199; GO:0035167; GO:0045467; GO:0045476; GO:0045893; GO:0048813
ETS1B_XENLA,GO:0003700; GO:0005634; GO:0006357; GO:0010595; GO:0043565; GO:0045765
MED19_AEDAE,GO:0003712; GO:0006357; GO:0016592
ANM1_XENTR,GO:0003713; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006479; GO:0007552; GO:0008170; GO:0008276; GO:0008284; GO:0008380; GO:0016274; GO:0016571; GO:0018216; GO:0022008; GO:0031056; GO:0035241; GO:0035242; GO:0042054; GO:0042802; GO:0043985; GO:0044020; GO:0045652; GO:0045653; GO:0045893; GO:0048738; GO:0051260; GO:1904047
ARM_ANOGA,GO:0003713; GO:0005634; GO:0005737; GO:0005912; GO:0007367; GO:0016342; GO:0019903; GO:0045294; GO:0045296; GO:0045944; GO:0060070; GO:0098609; GO:0140297
DAXX_DROME,GO:0003714; GO:0005634; GO:0005694; GO:0005829; GO:0006334; GO:0006915; GO:0006979; GO:0008340; GO:0016605; GO:0042393; GO:0042981; GO:0045892; GO:0045893
TOB1_MOUSE,GO:0003714; GO:0005634; GO:0005737; GO:0008285; GO:0010468; GO:0017148; GO:0030014; GO:0030514; GO:0030971; GO:0045668; GO:0046332; GO:0060212; GO:0060213; GO:0060390; GO:1900153
SKIV2_HUMAN,GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005829; GO:0006401; GO:0016787; GO:0055087; GO:0070478
DCR1_DROME,GO:0003723; GO:0003727; GO:0004386; GO:0004525; GO:0004530; GO:0005524; GO:0005737; GO:0006309; GO:0007279; GO:0007294; GO:0007367; GO:0016442; GO:0016443; GO:0030422; GO:0030727; GO:0031054; GO:0033227; GO:0035194; GO:0035196; GO:0042078; GO:0042594; GO:0045448; GO:0046872; GO:0048813; GO:0070578; GO:0070883; GO:0070922; GO:0090501
DCR1_DROME,GO:0003723; GO:0003727; GO:0004386; GO:0004525; GO:0004530; GO:0005524; GO:0005737; GO:0006309; GO:0007279; GO:0007294; GO:0007367; GO:0016442; GO:0016443; GO:0030422; GO:0030727; GO:0031054; GO:0033227; GO:0035194; GO:0035196; GO:0042078; GO:0042594; GO:0045448; GO:0046872; GO:0048813; GO:0070578; GO:0070883; GO:0070922; GO:0090501
BOULE_DROME,GO:0003723; GO:0003729; GO:0003730; GO:0005634; GO:0005737; GO:0006417; GO:0007283; GO:0008315; GO:0008494; GO:0030154; GO:0043204; GO:0045924; GO:0045948; GO:0048137; GO:0070935
RS20_XENLA,GO:0003723; GO:0003735; GO:0005737; GO:0006412; GO:0015935
IF5A_SPOEX,GO:0003723; GO:0003746; GO:0005737; GO:0043022; GO:0045901; GO:0045905
ENDOU_DROME,GO:0003723; GO:0004521; GO:0005576; GO:0016829; GO:0046872; GO:0090502
UBA1_HUMAN,GO:0003723; GO:0004839; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006511; GO:0006974; GO:0016567; GO:0032446; GO:0070062
API5_HUMAN,GO:0003723; GO:0005634; GO:0005681; GO:0005737; GO:0016020; GO:0016607; GO:0017134; GO:0043066; GO:0044346; GO:2000270
AKAP1_RAT,GO:0003723; GO:0005739; GO:0005741; GO:0005811; GO:0006915; GO:0008017; GO:0010614; GO:0010738; GO:0016020; GO:0016021; GO:0019901; GO:0019903; GO:0030061; GO:0030346; GO:0031594; GO:0034237; GO:0035308; GO:0042308; GO:0045211; GO:0048487; GO:0060090; GO:0071320; GO:0071375; GO:0140374
CPSF2_DROME,GO:0003723; GO:0005847; GO:0006378; GO:0006398; GO:0098789
ADAT1_HUMAN,GO:0003723; GO:0008033; GO:0008251; GO:0046872
RM12_MOUSE,GO:0003729; GO:0003735; GO:0005739; GO:0005743; GO:0005761; GO:0005762; GO:0006390; GO:0006412; GO:0032543; GO:0045893
SPEN_DROME,GO:0003729; GO:0005634; GO:0006355; GO:0006357; GO:0007173; GO:0007379; GO:0007400; GO:0007403; GO:0007411; GO:0007422; GO:0008586; GO:0035222; GO:0035321; GO:0048106; GO:0048749; GO:0050832; GO:0090263
OSKA_DROME,GO:0003729; GO:0005737; GO:0005938; GO:0007279; GO:0007281; GO:0007315; GO:0007318; GO:0007359; GO:0007616; GO:0007632; GO:0008103; GO:0008542; GO:0019094; GO:0030719; GO:0030866; GO:0034504; GO:0035282; GO:0040040; GO:0043073; GO:0043186; GO:0043488; GO:0045495; GO:0046011; GO:0048477; GO:0061803; GO:1903863
RT02_HUMAN,GO:0003735; GO:0005739; GO:0005743; GO:0005763; GO:0032543; GO:0061668
RM51_DROME,GO:0003735; GO:0005761; GO:0005762; GO:0006412; GO:0032543
RS6_SPOFR,GO:0003735; GO:0005840; GO:0006412
RS4_CARGR,GO:0003735; GO:0005840; GO:0006412; GO:0019843
EIF2A_XENLA,GO:0003743
EI2BB_TAKRU,GO:0003743; GO:0005524; GO:0005525; GO:0005737; GO:0005851; GO:0006413; GO:0007417; GO:0014003; GO:0042552; GO:0050790; GO:0050852
EFTU_MOUSE,GO:0003746; GO:0003924; GO:0005525; GO:0005739; GO:0005743; GO:0006414; GO:0042645; GO:0043209; GO:0045202; GO:0045471; GO:0070125
PDIA3_BOVIN,GO:0003756; GO:0005783; GO:0005788; GO:0042470; GO:0043065
KIF3A_PONAB,GO:0003777; GO:0005524; GO:0005737; GO:0005814; GO:0005874; GO:0005929; GO:0007018; GO:0008017; GO:0010457; GO:0034454; GO:0060271
KI21A_MOUSE,GO:0003777; GO:0005524; GO:0005829; GO:0005871; GO:0005874; GO:0005886; GO:0007018; GO:0008017; GO:0016887; GO:0030424; GO:0030425; GO:0071532
KI21A_MOUSE,GO:0003777; GO:0005524; GO:0005829; GO:0005871; GO:0005874; GO:0005886; GO:0007018; GO:0008017; GO:0016887; GO:0030424; GO:0030425; GO:0071532
PHAR1_XENLA,GO:0003779; GO:0004864; GO:0005634; GO:0005829; GO:0008157; GO:0031032; GO:0031532; GO:0043149; GO:0045202; GO:0070161
PHAR2_HUMAN,GO:0003779; GO:0004864; GO:0005886; GO:0030036; GO:0031092
SNTG1_HUMAN,GO:0003779; GO:0005198; GO:0005634; GO:0005737; GO:0005856; GO:0007154; GO:0008022; GO:0016010; GO:0016013; GO:0032587
CAPU_DROME,GO:0003779; GO:0005737; GO:0005829; GO:0005884; GO:0005938; GO:0007015; GO:0007304; GO:0007315; GO:0007316; GO:0008017; GO:0015031; GO:0030029; GO:0030659; GO:0045010; GO:0045451; GO:0048477
IPP_HUMAN,GO:0003779; GO:0005737; GO:0015629
SPIR2_MOUSE,GO:0003779; GO:0005829; GO:0005856; GO:0005886; GO:0005938; GO:0015031; GO:0016192; GO:0030036; GO:0030041; GO:0030659; GO:0036089; GO:0040038; GO:0045010; GO:0046907; GO:0048193; GO:0051295; GO:0051639; GO:0070649; GO:2000781
SPIR_DROPS,GO:0003779; GO:0005856; GO:0005886; GO:0015031; GO:0016192; GO:0022607; GO:0030659; GO:0045010; GO:0048471
H17B6_HUMAN,GO:0003824; GO:0004745; GO:0005783; GO:0006702; GO:0006710; GO:0008202; GO:0009055; GO:0016229; GO:0016491; GO:0031901; GO:0042572; GO:0043231; GO:0044594; GO:0047023; GO:0047024; GO:0047035; GO:0047044; GO:0047045; GO:0062175
Y2R2_DROME,GO:0003824; GO:0071897
HCDH_HUMAN,GO:0003857; GO:0005654; GO:0005737; GO:0005739; GO:0005759; GO:0006635; GO:0009410; GO:0014823; GO:0016740; GO:0032868; GO:0042802; GO:0046676; GO:0050796; GO:0070403; GO:0120162
PRI1_DROME,GO:0003896; GO:0005658; GO:0006261; GO:0006269; GO:0006270; GO:0046872
GPI8_DROME,GO:0003923; GO:0005783; GO:0006508; GO:0016255; GO:0034394; GO:0042765
RALA_DROME,GO:0003924; GO:0003925; GO:0005525; GO:0005886; GO:0007265; GO:0007298; GO:0007464; GO:0019003; GO:0022604; GO:0030165; GO:0032154; GO:0045087; GO:0045824; GO:0046329; GO:0050829; GO:0090543
CEG1A_DROME,GO:0003924; GO:0005096; GO:0005525; GO:0016020; GO:0043087; GO:0043547; GO:0046872; GO:0072375; GO:0090630
RAD_HUMAN,GO:0003924; GO:0005246; GO:0005516; GO:0005525; GO:0005829; GO:0005886; GO:0007264; GO:1901842
REM1_MOUSE,GO:0003924; GO:0005246; GO:0005516; GO:0005525; GO:0005886; GO:1901842
RB40C_HUMAN,GO:0003924; GO:0005525; GO:0005768; GO:0005886; GO:0008021; GO:0016567; GO:0035556; GO:0043231; GO:0072659
SEPT2_DROME,GO:0003924; GO:0005525; GO:0005819; GO:0005940; GO:0007295; GO:0007349; GO:0007444; GO:0008104; GO:0015630; GO:0031105; GO:0032153; GO:0042803; GO:0051726; GO:0060090; GO:0061640
RHOL_DROME,GO:0003924; GO:0005525; GO:0005886; GO:0007264; GO:0007298; GO:0007498; GO:0007516; GO:0016477; GO:0022409; GO:0030036; GO:0035011; GO:0035099
GNL1_RAT,GO:0003924; GO:0005525; GO:0006974
ARSB_RAT,GO:0003943; GO:0004065; GO:0005739; GO:0005764; GO:0005791; GO:0005794; GO:0006914; GO:0007417; GO:0007584; GO:0008484; GO:0009268; GO:0009986; GO:0010632; GO:0010976; GO:0043627; GO:0046872; GO:0051597; GO:0061580; GO:0097065
SIR4_DROME,GO:0003950; GO:0004407; GO:0005739; GO:0005759; GO:0006471; GO:0006476; GO:0008270; GO:0008340; GO:0009267; GO:0016575; GO:0017136; GO:0019213; GO:0034979; GO:0070403
SARM1_DROME,GO:0003953; GO:0005737; GO:0007165; GO:0019677; GO:0030424; GO:0030425; GO:0034128; GO:0035591; GO:0043005; GO:0043025; GO:0045087; GO:0048678; GO:0050135; GO:0051607; GO:0061809; GO:1901214
NCPR_DROME,GO:0003958; GO:0005789; GO:0005829; GO:0006723; GO:0009725; GO:0010181; GO:0012505; GO:0016021; GO:0016491; GO:0050660; GO:0050661
RTJK_DROME,GO:0003964
RTJK_DROME,GO:0003964
RTJK_DROME,GO:0003964
RTJK_DROME,GO:0003964
RTJK_DROFU,GO:0003964
RTJK_DROME,GO:0003964
POLR_DROME,GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0046872
POLR_DROME,GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0046872
POLR_DROME,GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0046872
PO23_POPJA,GO:0003964; GO:0004519
PO11_NASVI,GO:0003964; GO:0004519
PO22_POPJA,GO:0003964; GO:0004519
PO22_POPJA,GO:0003964; GO:0004519
PO23_POPJA,GO:0003964; GO:0004519
PO21_BRACO,GO:0003964; GO:0004519
PO21_NASVI,GO:0003964; GO:0004519; GO:0046872
LORF2_HUMAN,GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
RTBS_DROME,GO:0003964; GO:0006313
RTBS_DROME,GO:0003964; GO:0006313
RTBS_DROME,GO:0003964; GO:0006313
RTBS_DROME,GO:0003964; GO:0006313
RTXE_DROME,GO:0003964; GO:0006313
RTXE_DROME,GO:0003964; GO:0006313
RTXE_DROME,GO:0003964; GO:0006313
GALE_DROME,GO:0003974; GO:0003978; GO:0005829; GO:0006012; GO:0033499; GO:0035167
UAP1_MOUSE,GO:0003977; GO:0005654; GO:0005829; GO:0005886; GO:0006047; GO:0006048; GO:0030246; GO:0042802; GO:0052630
UGDH_DROME,GO:0003979; GO:0005634; GO:0005829; GO:0006024; GO:0006065; GO:0007367; GO:0007427; GO:0007509; GO:0008543; GO:0015014; GO:0016055; GO:0030206; GO:0051287
THIC_MOUSE,GO:0003985; GO:0005737; GO:0005739; GO:0005829; GO:0006635; GO:0045797
CAT2_CLOK5,GO:0003986; GO:0006083; GO:0008775; GO:0019679
PPAP_BOVIN,GO:0003993; GO:0004725; GO:0005615; GO:0005764; GO:0005886; GO:0006629; GO:0006772; GO:0007040; GO:0008253; GO:0012506; GO:0016311; GO:0016791; GO:0042131; GO:0046085; GO:0051930; GO:0052642; GO:0060168
KAD6_BOVIN,GO:0004017; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0015030; GO:0016310; GO:0016887
AKCL2_MOUSE,GO:0004032; GO:0005829; GO:0016491; GO:0050571
PPBT_CHICK,GO:0004035; GO:0004427; GO:0005509; GO:0005758; GO:0005886; GO:0016311; GO:0016462; GO:0016887; GO:0030282; GO:0031225; GO:0033883; GO:0043262; GO:0050187; GO:0052732; GO:0065010; GO:0120162
PPBT_CHICK,GO:0004035; GO:0004427; GO:0005509; GO:0005758; GO:0005886; GO:0016311; GO:0016462; GO:0016887; GO:0030282; GO:0031225; GO:0033883; GO:0043262; GO:0050187; GO:0052732; GO:0065010; GO:0120162
PTH2_BOVIN,GO:0004045; GO:0005739; GO:0005829; GO:0010629; GO:2000210; GO:2000811
ATE1_HUMAN,GO:0004057; GO:0005634; GO:0005737; GO:0010498; GO:0016598
ATE1_HUMAN,GO:0004057; GO:0005634; GO:0005737; GO:0010498; GO:0016598
APMAP_DROME,GO:0004064; GO:0005886; GO:0009058; GO:0009986; GO:0012505; GO:0016021; GO:0016844
HEM6_DROME,GO:0004109; GO:0005737; GO:0005739; GO:0005758; GO:0006782; GO:0006783; GO:0042803
PDE8_DROME,GO:0004114; GO:0004115; GO:0006198; GO:0007165; GO:0007498; GO:0046058; GO:0046872; GO:0070374; GO:1903206
KCY1_ORYSJ,GO:0004127; GO:0005524; GO:0005634; GO:0005737; GO:0006207; GO:0006225; GO:0016310; GO:0033862; GO:0036430; GO:0036431; GO:0046705
DLDH_HUMAN,GO:0004148; GO:0005634; GO:0005739; GO:0005759; GO:0005947; GO:0005967; GO:0006086; GO:0006120; GO:0006508; GO:0007369; GO:0009083; GO:0031514; GO:0042391; GO:0043159; GO:0045252; GO:0045254; GO:0045454; GO:0048240; GO:0050660; GO:0061732; GO:0106077
ECE_LOCMI,GO:0004175; GO:0004222; GO:0005886; GO:0006508; GO:0008270; GO:0016021
MP1_DROME,GO:0004175; GO:0004252; GO:0006508; GO:0009620; GO:0017171; GO:0035006; GO:0046872
CLPP_BOVIN,GO:0004176; GO:0004252; GO:0005759; GO:0006515; GO:0009368; GO:0033619; GO:0051117; GO:0051603
VDPP4_APIME,GO:0004177; GO:0005576; GO:0006508; GO:0008236; GO:0008239
DPP9_HUMAN,GO:0004177; GO:0005634; GO:0005829; GO:0005874; GO:0006508; GO:0008236; GO:0008239; GO:0031252; GO:0042802; GO:0070269
XPP1_MOUSE,GO:0004177; GO:0005737; GO:0005829; GO:0006508; GO:0010815; GO:0030145; GO:0042803; GO:0070006
CPR1_DROME,GO:0004197; GO:0005615; GO:0005764; GO:0008234; GO:0045169; GO:0051603; GO:0098595
FACE2_DROME,GO:0004222; GO:0030176; GO:0071586
NUDEL_DROME,GO:0004252; GO:0005576; GO:0006508; GO:0007306; GO:0007313; GO:0007343; GO:0009950; GO:0016485; GO:0016540; GO:0031638; GO:0045752; GO:0098595
GD_DROME,GO:0004252; GO:0005576; GO:0006508; GO:0007370; GO:0009950; GO:0009953; GO:0031638; GO:0045752; GO:0098595
SNAK_DROME,GO:0004252; GO:0005576; GO:0006508; GO:0009950; GO:0031638; GO:0045752
SNAK_DROME,GO:0004252; GO:0005576; GO:0006508; GO:0009950; GO:0031638; GO:0045752
SNAK_DROME,GO:0004252; GO:0005576; GO:0006508; GO:0009950; GO:0031638; GO:0045752
ECHD3_MOUSE,GO:0004300; GO:0005739; GO:0006631; GO:0016836; GO:1900078
ECHD1_XENTR,GO:0004300; GO:0005829; GO:0006635; GO:0016831
OXSM_BOVIN,GO:0004315; GO:0005739; GO:0006633
HEMH_DROME,GO:0004325; GO:0005739; GO:0005743; GO:0006783; GO:0046872; GO:0051537
G6PI_DROYA,GO:0004347; GO:0005829; GO:0006094; GO:0006096; GO:0042593; GO:0097367
GFPT2_RAT,GO:0004360; GO:0006002; GO:0006047; GO:0006048; GO:0006487; GO:0006541; GO:0097367; GO:1990830
MAAI2_DROME,GO:0004364; GO:0005737; GO:0005739; GO:0006559; GO:0006572; GO:0006749; GO:0016034
PLCB_CAEEL,GO:0004435; GO:0005509; GO:0005886; GO:0005912; GO:0006935; GO:0007212; GO:0014057; GO:0016042; GO:0030424; GO:0035418; GO:0040012; GO:0040017; GO:0043051; GO:0043052; GO:0043204; GO:0045202; GO:0046662; GO:0048015; GO:0048680
MTMR8_CHICK,GO:0004438; GO:0005635; GO:0010507; GO:0046856; GO:0052629; GO:0106018
ESTJ_TRICA,GO:0004453; GO:0005576
FMT_MOUSE,GO:0004479; GO:0005739; GO:0071951
CP304_DROME,GO:0004497; GO:0005506; GO:0005789; GO:0016705; GO:0020037
C49A1_DROME,GO:0004497; GO:0005506; GO:0005789; GO:0016705; GO:0020037
CP6K1_BLAGE,GO:0004497; GO:0005506; GO:0005789; GO:0016705; GO:0020037
CP301_DROME,GO:0004497; GO:0005506; GO:0007490; GO:0016705; GO:0020037; GO:0031966
CP301_DROME,GO:0004497; GO:0005506; GO:0007490; GO:0016705; GO:0020037; GO:0031966
CP301_DROME,GO:0004497; GO:0005506; GO:0007490; GO:0016705; GO:0020037; GO:0031966
CP301_DROME,GO:0004497; GO:0005506; GO:0007490; GO:0016705; GO:0020037; GO:0031966
CP301_DROME,GO:0004497; GO:0005506; GO:0007490; GO:0016705; GO:0020037; GO:0031966
PPO1_HOLDI,GO:0004497; GO:0005576; GO:0042438; GO:0045087; GO:0046872
NINAB_GALME,GO:0004497; GO:0016702; GO:0042572; GO:0046872
PNCB_DROME,GO:0004514; GO:0004516; GO:0005829; GO:0006979; GO:0034355; GO:0046872
TREA_APIME,GO:0004555; GO:0005991; GO:0016021
HEXD_HUMAN,GO:0004563; GO:0005634; GO:0005737; GO:0005975; GO:0015929; GO:0102148; GO:1903561
FDL_DROME,GO:0004563; GO:0005770; GO:0005886; GO:0005975; GO:0006491; GO:0006517; GO:0007420; GO:0016020; GO:0016063; GO:0016231; GO:0030203; GO:0102148
GLBL2_HUMAN,GO:0004565; GO:0005576; GO:0005773; GO:0005975
MA1B1_MOUSE,GO:0004571; GO:0005509; GO:0005783; GO:0005789; GO:0005975; GO:0006486; GO:0006491; GO:0016020; GO:0016021; GO:0030433; GO:0031410; GO:0036508; GO:0036509; GO:0044322; GO:1904380; GO:1904382
ALG1_PONAB,GO:0004578; GO:0005789; GO:0006488; GO:0016021
DHTK1_DROME,GO:0004591; GO:0006091; GO:0006096; GO:0006099; GO:0030976; GO:0031966
HPX2_CAEEL,GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0046872; GO:0050830
PGK_DROME,GO:0004618; GO:0005524; GO:0005829; GO:0006094; GO:0006096; GO:0007268; GO:0016310; GO:0030018; GO:0031430; GO:0043531; GO:0045202; GO:0046716
PGTB1_HUMAN,GO:0004661; GO:0004662; GO:0005953; GO:0008270; GO:0018342; GO:0018344
TBCK_HUMAN,GO:0004672; GO:0005096; GO:0005524; GO:0005737; GO:0008283; GO:0030036; GO:0030496; GO:0032006; GO:0072686; GO:0090630
KKCC1_MOUSE,GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0032147; GO:0035556; GO:0045860; GO:0106310
KKCC1_HUMAN,GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0035556; GO:0045860; GO:0106310
KPC3_DROME,GO:0004674; GO:0004697; GO:0004698; GO:0005524; GO:0005886; GO:0006468; GO:0007030; GO:0007616; GO:0008285; GO:0009950; GO:0018105; GO:0034389; GO:0035556; GO:0045471; GO:0046872; GO:0106310
DUSTY_APIME,GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005737; GO:0016323; GO:0016324; GO:0106310
ST32B_MOUSE,GO:0004674; GO:0005524; GO:0018105; GO:0035556; GO:0046872; GO:0106310
KAPC3_DROME,GO:0004691; GO:0005524; GO:0005952; GO:0006468; GO:0007165; GO:0007476; GO:0018105; GO:0106310
CDK20_DANRE,GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0005929; GO:0006468; GO:0007049; GO:0051301; GO:0060271; GO:0106310
KPCD3_MOUSE,GO:0004698; GO:0005524; GO:0005654; GO:0005829; GO:0006468; GO:0016020; GO:0016301; GO:0046872; GO:0089700; GO:0106310
MK15_XENLA,GO:0004707; GO:0005524; GO:0005737; GO:0005911; GO:0005929; GO:0006468; GO:0035253; GO:0036064; GO:0106310; GO:1902017
JAK2_CHICK,GO:0004713; GO:0004715; GO:0005126; GO:0005131; GO:0005524; GO:0005634; GO:0005829; GO:0005856; GO:0006325; GO:0007165; GO:0007259; GO:0007260; GO:0008284; GO:0012505; GO:0016020; GO:0019221; GO:0020037; GO:0030154; GO:0030218; GO:0035401; GO:0035556; GO:0042393; GO:0042976; GO:0042981; GO:0043687; GO:0046777; GO:0060397
PCMD1_MOUSE,GO:0004719; GO:0005737; GO:0016020
PCMD1_BOVIN,GO:0004719; GO:0005737; GO:0016020
CNEP1_DROME,GO:0004721; GO:0004722; GO:0005635; GO:0005737; GO:0005789; GO:0006470; GO:0006998; GO:0007474; GO:0008287; GO:0010867; GO:0017018; GO:0030176; GO:0030514; GO:0031965; GO:0071595; GO:0101025; GO:1903740
PP1_MAIZE,GO:0004722; GO:0005634; GO:0005737; GO:0017018; GO:0046872
SUCB1_COLLI,GO:0004775; GO:0005524; GO:0005739; GO:0006099; GO:0046872
TKTL2_MOUSE,GO:0004802; GO:0005737; GO:0030976; GO:0046872
